Name,Hometown,Occupation,Season,Elimination,Age,AgeDiff,ElimFac
Taylor Wiens,"Olathe, Kansas",Recruiter,28,2,25.0,3.0,0.18181818181818182
Lauren Hollinger,"Dover, Delaware",Registered Nurse,28,2,29.0,7.0,0.18181818181818182
Chandler Dewgard,"Brooklyn, New York",Graphic Designer,28,1,25.0,3.0,0.09090909090909091
Kayla Rodgers,"Hamilton, Ohio",Guidance Counselor,28,1,29.0,7.0,0.09090909090909091
Kyra Brusch,"Miami, Florida",Paralegal,28,1,27.0,5.0,0.09090909090909091
Lanie Latsios,"Glen Mills, Pennsylvania",Realtor,28,1,28.0,6.0,0.09090909090909091
Nat Crepeau,"Sudbury, Ontario",Nursing Professor,28,1,27.0,5.0,0.09090909090909091
Sam Hale,"Melville, New York",CPA,28,1,32.0,10.0,0.09090909090909091
Samantha Washington,"Lincoln, Nebraska",Miami Dolphins Cheerleader,28,1,26.0,4.0,0.09090909090909091
Sandra Rabadi,"Strongsville, Ohio",Cybersecurity Consultant,28,1,27.0,5.0,0.09090909090909091
Talyah Jackson,"Huntington Beach, California",Esthetician,28,1,25.0,3.0,0.09090909090909091
Zoe Antona,"Roswell, Georgia",Artist,28,1,25.0,3.0,0.09090909090909091
"Jennifer Schefft
","Mentor, Ohio
","Publicist
",3,8,27.0,17.0,1.0
"Kirsten Buschbacher
","Valrico, Florida
","E-Commerce Merchant
",3,7,24.0,20.0,0.875
"Tina Panas
","Oconomowoc, Wisconsin
","Student
",3,6,23.0,21.0,0.75
"Cristina Costa
","Montclair, New Jersey
","Pharmaceutical sales consultant
",3,5,31.0,13.0,0.625
"Anne-Michelle
","Burbank, California
","Bartender/actress
",3,4,25.0,19.0,0.5
"Liz
","Chicago, Illinois
","Event marketing director
",3,4,23.0,21.0,0.5
"Aubree
","Las Vegas, Nevada
","Hair stylist
",3,3,26.0,18.0,0.375
"Heather
","Waltham, Massachusetts
","Student
",3,3,22.0,22.0,0.375
"Tina S.
","Nashville, Tennessee
","Event planner
",3,3,26.0,18.0,0.375
"Amy P.
","Charleston, South Carolina
","Massage therapist
",3,2,29.0,15.0,0.25
"Christina S.
","Palm Harbor, Florida
","Realtor
",3,2,24.0,20.0,0.25
"Elizabeth
","Bolingbrook, Illinois
","Child life specialist
",3,2,24.0,20.0,0.25
"Shannon
","New York, New York
","Human resources
",3,2,26.0,18.0,0.25
"Amy G.
","New York, New York
","Graphic designer
",3,1,24.0,20.0,0.125
"Brooke
","Jacksonville, Florida
","Student
",3,1,21.0,23.0,0.125
"Courtney
","San Anselmo, Texas
","Administrative assistant
",3,1,24.0,20.0,0.125
"Ginny
","Kansas City, Missouri
","Server
",3,1,25.0,19.0,0.125
"Jennifer B.
","New Port Richey, Florida
","Pharmacist
",3,1,26.0,18.0,0.125
"Kerri
","Los Angeles, California
","Corporate recruiter
",3,1,25.0,19.0,0.125
"Kristen
","Excelsior, Minnesota
","Real-estate sales
",3,1,29.0,15.0,0.125
"Stephanie
","Mount Pleasant, Tennessee
","Server
",3,1,21.0,23.0,0.125
"Tiffany Sandles
","Cuyahoga Falls, Ohio
","Mansion caretaker
",3,1,26.0,18.0,0.125
"Estella Gardinier
","Beverly Hills, California
","Mortgage Broker
",4,8,28.0,21.0,1.0
"Kelly Jo Kuharski
","Kalamazoo, Michigan
","Director of community relations
",4,7,24.0,25.0,0.875
"Mary Delgado
","Tampa, Florida
","Sales manager
",4,6,36.0,13.0,0.75
"Meredith Phillips
","Beaverton, Oregon
","Make-up artist
",4,5,29.0,20.0,0.625
"Brooke Bradford
","Bartlett, Tennessee
","Teacher
",4,4,24.0,25.0,0.5
"Lee-Ann Callebs
","Athens, Georgia
","Second-grade teacher
",4,4,24.0,25.0,0.5
"Antoinette Madonna
","Philadelphia, Pennsylvania
","Senior Account Manager
",4,3,30.0,19.0,0.375
"Jenny Hartgrove
","Austin, Texas
","Marketing Director
",4,3,30.0,19.0,0.375
"Karin Smith
","Brooklyn Park, Minnesota
","Mortgage Consultant
",4,3,32.0,17.0,0.375
"Misty
","Dallas, Texas
","Radio Promotions Assistant
",4,3,23.0,26.0,0.375
"Jennifer
","La Jolla, California
","Elementary School Teacher
",4,2,26.0,23.0,0.25
"Kristi Houston
","Chicago, Illinois
","Loan Processor
",4,2,24.0,25.0,0.25
"Lanah
","Poolesville, Maryland
","Event Coordinator
",4,2,27.0,22.0,0.25
"Lindsay D.
","Los Angeles, California
","Professional Dancer
",4,2,23.0,26.0,0.25
"Lindsay King
","Mauldin, South Carolina
","Pharmaceutical Sales
",4,1,25.0,24.0,0.125
"Christine
","Corona, California
","Administrative Assistant
",4,1,24.0,25.0,0.125
"Darla Whistler
","Gainesville, Florida
","Attorney
",4,1,26.0,23.0,0.125
"Julie
","Louisville, Kentucky
","Sales/Modeling
",4,1,29.0,20.0,0.125
"Lauren
","Redondo Beach, California
","Retail Buyer
",4,1,24.0,25.0,0.125
"Leona
","Chicago, Illinois
","Realtor's assistant
",4,1,25.0,24.0,0.125
"Samentha
","Chicago, Illinois
","Kitchen designer
",4,1,25.0,24.0,0.125
"Shea Deeds
","Shreveport, Lousiana
","Firefighter
",4,1,25.0,24.0,0.125
"Shelly
","Wanwatosa, Wisconsin
","Pharmaceutical Sales
",4,1,26.0,23.0,0.125
"Stacey
","Massillon, OH
","Hair stylist
",4,1,26.0,23.0,0.125
"Jessica Bowlin
","Huntington Beach, California
","Student
",5,8,22.0,21.0,1.0
"Tara Huckeby
","Shawnee, Oklahoma
","General contractor
",5,7,23.0,20.0,0.875
"Mandy Jeffreys
","Midland, Texas
","Architecture Designer
",5,6,26.0,17.0,0.75
"Trish Schneider
","Atlanta, Georgia
","Model
",5,5,28.0,15.0,0.625
"Karen Lindsay
","Pleasant Grove, Utah
","Pharmaceutical Salesperson
",5,4,28.0,15.0,0.5
"Suzie Williams
","Ann Arbor, Michigan
","Prosthetic Technician
",5,4,23.0,20.0,0.5
"Jenny De Schiralli
","Carrboro, North Carolina
","Swim Instructor
",5,3,26.0,17.0,0.375
"Jessica Holcomb
","Pearsall, Texas
","Attorney
",5,3,25.0,18.0,0.375
"Julie Durda
","Sacramento, California
","Professional Cheerleader
",5,3,24.0,19.0,0.375
"Katie Gehart
","Scottsdale, Arizona
","LASIK Eye & Skin Center Manager
",5,3,22.0,21.0,0.375
"Amber LaRoux
","Sunriver, Oregon
","Consultant
",5,2,27.0,16.0,0.25
"Anne-Catherine Labbé
","Quebec City, Quebec, Canada
","Model
",5,2,27.0,16.0,0.25
"Celeste Creel
","Ithaca, New York
","Executive Assistant
",5,2,24.0,19.0,0.25
"Debbie Merkett
","Pinetops, North Carolina
","Massage Therapist
",5,2,27.0,16.0,0.25
"Jean-Marie Callahan
","Gibson, North Carolina
","Hairstylist
",5,2,26.0,17.0,0.25
"Jenny Matthews
","Canton, Michigan
","Retail Manager
",5,2,24.0,19.0,0.25
"Kristy Romero
","Dearborn, Michigan
","Student
",5,2,25.0,18.0,0.25
"Mandy Clemens
","San Diego, California
","Professional Soccer Player
",5,2,26.0,17.0,0.25
"DeShaun Warner
","Phillipsburg, New Jersey
","Account Manager
",5,1,25.0,18.0,0.125
"Dolores Farburg
","Madison, New Jersey
","Account Manager
",5,1,26.0,17.0,0.125
"Francine Jones
","Houston, Texas
","Retail Manager
",5,1,25.0,18.0,0.125
"Holly Reeder
","Tulsa, Oklahoma
","Bank Representative
",5,1,26.0,17.0,0.125
"Jessica Kyron
","Cincinnati, Ohio
","Student
",5,1,21.0,22.0,0.125
"Kristin Clearwater
","Sausalito, California
","Singer
",5,1,25.0,18.0,0.125
"Rachel Clementi
","Buffalo, New York
","Fashion PR Manager
",5,1,26.0,17.0,0.125
"Tanya
","Plano, TX
","Teacher
",6,8,31.0,27.0,1.0
"Cynthia
","Hermosa Beach, CA
","Charity foundations director
",6,7,37.0,21.0,0.875
"Cheresse
","St. Louis, MO
","Advertising director
",6,6,31.0,27.0,0.75
"Andrea
","Denver, CO
","Dental hygienist
",6,5,33.0,25.0,0.625
"Jayne
","Key Largo, FL
","Dog groomer
",6,5,37.0,21.0,0.625
"Krysta
","Oklahoma City, OK
","Financial analyst
",6,4,28.0,30.0,0.5
"Amanda
","New York, NY
","Cosmetics buyer
",6,3,27.0,31.0,0.375
"Kristie
","Windsor, Canada
","Bar owner
",6,3,32.0,26.0,0.375
"Susie
","Hollywood, CA
","Insurance broker
",6,3,32.0,26.0,0.375
"Ashley
","Santa Barbara, CA
","Teacher
",6,2,31.0,27.0,0.25
"Kelly
","Beverly Hills, CA
","Actress
",6,2,34.0,24.0,0.25
"Leina
","Chula Vista, CA
","Advertising associate
",6,2,28.0,30.0,0.25
"Natalie
","Santa Monica, CA
","Retail sales
",6,2,34.0,24.0,0.25
"Wende
","Austin, TX
","Model
",6,2,28.0,30.0,0.25
"Abby
","Henderson, NV
","Acrobat
",6,1,29.0,29.0,0.125
"Alma Rubenstein
","Astoria, OR
","Cafe owner
",6,1,35.0,23.0,0.125
"Amy
","San Diego, CA
","Marketing consultant
",6,1,27.0,31.0,0.125
"Carolyn
","Tusla, OK
","Financial advisor
",6,1,36.0,22.0,0.125
"Kerry
","San Francisco, CA
","Nurse
",6,1,31.0,27.0,0.125
"Kristin
","Pensacola, FL
","Office manager
",6,1,27.0,31.0,0.125
"Lisa
","West Palm Beach, FL
","Teacher
",6,1,33.0,25.0,0.125
"Melinda
","Nashville, TN
","Photographer
",6,1,39.0,19.0,0.125
"Nicole
","Libertyville, IL
","Executive recruiter
",6,1,28.0,30.0,0.125
"Sarah Brice
","McKinney, Texas
","Labor and Delivery Nurse
",7,8,25.0,23.0,1.0
"Krisily Kennedy
","Warwick, Rhode Island
","Salon Coordinator
",7,7,26.0,22.0,0.875
"Sarah Welch
","Los Angeles, California
","Fashion Design
",7,6,24.0,24.0,0.75
"Kimberly Choma
","Edmonton, Alberta
","Swimsuit Model
",7,5,25.0,23.0,0.625
"Anitra
","Manhattan Beach, California
","Makeup Artist
",7,4,29.0,19.0,0.5
"Kindle
","Rockwell, Texas
","Pro Basketball Cheerleader
",7,4,23.0,25.0,0.5
"Jenny Adams
","Edmonton, Alberta
","Marketing Coordinator
",7,3,23.0,25.0,0.375
"Kara
","Woodland Hills, California
","Nanny
",7,3,26.0,22.0,0.375
"Carrie
","Minneapolis, Minnesota
","Computer Specialist
",7,2,27.0,21.0,0.25
"Gina Marie
","Fort Lauderdale, Florida
","Bartender
",7,2,28.0,20.0,0.25
"Megan
","Tallahassee, Florida
","Retail Marketing
",7,2,23.0,25.0,0.25
"Brenda
","New York City, New York
","Sales Coordinator
",7,1,26.0,22.0,0.125
"Danuska
","Los Angeles, California
","Runway Model
",7,1,30.0,18.0,0.125
"Debby
","Thornhill, Ontario
","Flight Attendant
",7,1,25.0,23.0,0.125
"Emilie
","Chicago, Illinois
","Technology Sales
",7,1,27.0,21.0,0.125
"Geitan
","Newport Beach, California
","Realtor
",7,1,30.0,18.0,0.125
"Kristina
","Brooklyn, New York
","Writer
",7,1,27.0,21.0,0.125
"Kristine
","Fairfax Station, Virginia
","Bikini Model
",7,1,23.0,25.0,0.125
"Kyshawn
","Nashville, Tennessee
","Bartender
",7,1,30.0,18.0,0.125
"Siomara
","Chicago, Illinois
","Loan Officer
",7,1,25.0,23.0,0.125
"Valerie
","Wayne, New Jersey
","Executive Assistant
",7,1,28.0,20.0,0.125
Jennifer Wilson,"Pembroke Pines, Florida",Teacher,9,8,24.0,29.0,1.0
Sadie Murray,"Carlsbad, California",Publicist,9,7,23.0,30.0,0.875
Lisa Blank,"Portland, Oregon",Marketing manager,9,6,25.0,28.0,0.75
Agnese Polliza,"Venice, Italy",Student,9,5,24.0,29.0,0.625
Jeanette Pawula,"Bloomingdale, Illinois",Teacher,9,4,23.0,30.0,0.5
Desiree Valentin,"Salt Lake City, Utah",Realtor,9,4,22.0,31.0,0.5
Jami Matzke,"Galveston, Texas",Event planner,9,3,27.0,26.0,0.375
Gina Clark,"Chicago, Illinois",Ultrasound technician,9,3,28.0,25.0,0.375
Erica Rose,"Houston, Texas",Socialite,9,3,23.0,30.0,0.375
Sarah Schnare,"Nelson, British Columbia",Journalist,9,2,30.0,23.0,0.25
Kim Jackson,"Newport Beach, California",Interior designer,9,2,27.0,26.0,0.25
Ellen DeMaio,"New Haven, Connecticut",Realtor,9,2,30.0,23.0,0.25
April Jacobs,"Chicago, Illinois",Model,9,1,23.0,30.0,0.125
Andrea Shirley,"Cincinnati, Ohio",Hotel concierge,9,1,28.0,25.0,0.125
Brit Keeder,"Columbus, Ohio",Beer chemist,9,1,28.0,25.0,0.125
Carissa Ilburg,"Cattaraugus, New York",Attorney,9,1,25.0,28.0,0.125
Claudia Gismondi,"Boca Raton, Florida",Restauranteur,9,1,22.0,31.0,0.125
Elyse Hammer,"New York, New York",Physician,9,1,27.0,26.0,0.125
Heather Sneed,"Aliquippa, Pennsylvania",Registered nurse,9,1,34.0,19.0,0.125
Jessica Horner,"Charlotte, North Carolina",Assistant buyer,9,1,25.0,28.0,0.125
Laura Morgan,"San Diego, California",Dolphin trainer,9,1,29.0,24.0,0.125
Meri Barr,"Biloxi, Mississippi",Attorney,9,1,27.0,26.0,0.125
Renée Snell,"Baltimore, Maryland",Broadcast marketer,9,1,30.0,23.0,0.125
Rita Ghazal,"Richmond, Virginia",Policy advisor,9,1,29.0,24.0,0.125
Rosella Fratto,"Chicago, Illinois",Make-up artist,9,1,27.0,26.0,0.125
Tara Durr,"St. Augustine, Florida",Realtor,9,1,25.0,28.0,0.125
Anna Heinrich,"Goulburn, New South Wales",Lawyer,29,14,26.0,4.0,1.0
Rochelle Emmanuel-Smith,"Perth, Western Australia",Model,29,13,27.0,3.0,0.9285714285714286
Ali Oetjen,"Adelaide, South Australia",Real Estate Agent,29,12,27.0,3.0,0.8571428571428571
Danielle Sanby,Melbourne,Events Coordinator,29,11,24.0,6.0,0.7857142857142857
Katherine Schmidhofer,Sydney,Child Psychologist,29,10,33.0,3.0,0.7142857142857143
Natalie Sady,Melbourne,Model,29,9,34.0,4.0,0.6428571428571429
Sarah Amey,"Gold Coast, Queensland",Florist,29,9,22.0,8.0,0.6428571428571429
Penny Palman,Melbourne,Fitness Instructor,29,8,35.0,5.0,0.5714285714285714
Emily See-Winder,Sydney,Brand Strategist,29,7,30.0,0.0,0.5
Belle,Melbourne,Finance Manager,29,6,29.0,1.0,0.42857142857142855
Ashlee Crabbe,"Perth, Western Australia",PR Consultant,29,6,25.0,5.0,0.42857142857142855
Alana Gray,Melbourne,Flight Attendant,29,6,29.0,1.0,0.42857142857142855
Laura Clemesha,Sydney,Customer Relations,29,5,24.0,6.0,0.35714285714285715
Stacey Lindall,Melbourne,Flight Attendant,29,5,28.0,2.0,0.35714285714285715
Bianca Martin,Melbourne,Fitness Model,29,4,31.0,1.0,0.2857142857142857
Judy Kuo,Sydney,Doctor,29,3,28.0,2.0,0.21428571428571427
Sherri Mathieson,"Gold Coast, Queensland",Make-Up Artist,29,3,29.0,1.0,0.21428571428571427
Amy,Melbourne,Accountant,29,2,24.0,6.0,0.14285714285714285
Elizabeth McMahon,"Gold Coast, Queensland",Fashion Stylist,29,2,34.0,4.0,0.14285714285714285
Emma Rose,"Brisbane, Queensland",Events Director,29,2,25.0,5.0,0.14285714285714285
Debra,Melbourne,Cosmetic Clinic Director,29,1,32.0,2.0,0.07142857142857142
Erin,"Brisbane, Queensland",Emergency Nurse,29,1,24.0,6.0,0.07142857142857142
Jody Heidke,"Gold Coast, Queensland",Pre-School Teacher,29,1,33.0,3.0,0.07142857142857142
Joelene Booth,Sydney,Hair Stylist,29,1,23.0,7.0,0.07142857142857142
Nikki Quinlan,"Coolum Beach, Queensland",Professional Skateboarder,29,1,23.0,7.0,0.07142857142857142
"Samantha ""Sam"" Frost","Mornington Peninsula, Victoria",Financial Assistant,30,21,25.0,6.0,1.0
Lisa Hyde,"Noosa, Queensland",Fashion Designer,30,20,27.0,4.0,0.9523809523809523
Louise Pillidge,"Thredbo, New South Wales",Event Manager,30,19,26.0,5.0,0.9047619047619048
Jessica Jones,"Central Coast, New South Wales",Accounting Student,30,18,24.0,7.0,0.8571428571428571
Zoe O'Brien,Melbourne,Pharmacist,30,16,25.0,6.0,0.7619047619047619
Laurina Fleure,Melbourne,Entrepreneur,30,15,30.0,1.0,0.7142857142857143
Chantal Hrynieweski,Melbourne,Interior Designer,30,14,26.0,5.0,0.6666666666666666
Lauren Birdsall,Sydney,Dancer,30,13,27.0,4.0,0.6190476190476191
Mary O'Neill,Sydney,Acting Student,30,12,27.0,4.0,0.5714285714285714
Rachel Miley-Smith,Sydney,Medical Sales Representative,30,12,27.0,4.0,0.5714285714285714
Amber Gelinas,"Calgary, Canada",Oil & Gas Consultant,30,11,26.0,5.0,0.5238095238095238
Kara Bramham,Melbourne,Law Graduate,30,10,24.0,7.0,0.47619047619047616
Anastasia,Sydney,Lawyer,30,9,30.0,1.0,0.42857142857142855
Aley Greenblo,Sydney,Fashion Blogger,30,8,25.0,6.0,0.38095238095238093
Tahnee Lee,Sydney,Social Media Coordinator,30,8,24.0,7.0,0.38095238095238093
Alana Wilkie,"Perth, Western Australia",Legal Secretary,30,7,26.0,5.0,0.3333333333333333
Anita Cusack,"Castlemaine, Victoria",Dog Groomer,30,6,30.0,1.0,0.2857142857142857
Diana Dinu,"Brisbane, Queensland",I.T. Student,30,6,28.0,3.0,0.2857142857142857
Katrina Burgoyne,"Newcastle, New South Wales",Musician,30,6,26.0,5.0,0.2857142857142857
Lauren Smith,"Adelaide, South Australia",Flight Attendant,30,5,27.0,4.0,0.23809523809523808
Shana Leggett,"Gold Coast, Queensland",Poker Dealer,30,4,26.0,5.0,0.19047619047619047
Stacey-Louise,"Traralgon, Victoria",Fitness Trainer,30,4,33.0,2.0,0.19047619047619047
Holly Pearce,Sydney,Professional Netballer,30,4,23.0,8.0,0.19047619047619047
Amanda Hatcher,Sydney,Account Manager,30,3,28.0,3.0,0.14285714285714285
Bridgette-Rose Taylor,"Brisbane, Queensland",Law Student,30,2,24.0,7.0,0.09523809523809523
Tiarnar Tavita,"Newcastle, New South Wales",Model,30,2,31.0,0.0,0.09523809523809523
Emma Foster,Melbourne,Interior Designer,30,1,31.0,0.0,0.047619047619047616
Emma Levitt,"Perth, Western Australia",Make-Up Artist,30,1,28.0,3.0,0.047619047619047616
Karla,Sydney,Nurse,30,1,31.0,0.0,0.047619047619047616
Sam Aghan,"Perth, Western Australia",Administrative Assistant,30,1,25.0,6.0,0.047619047619047616
Snezana Markoski,"Perth, Western Australia",Scientific Sales Rep,31,17,34.0,0.0,1.0
Lana Jeavons-Fellows,"Berowra, New South Wales",Communications Assistant,31,16,27.0,7.0,0.9411764705882353
Sarah Mackay,"Mornington, Victoria",Event Manager,31,15,25.0,9.0,0.8823529411764706
Heather Maltman,"Brisbane, Queensland",Filmmaker,31,14,29.0,5.0,0.8235294117647058
Nina Rolleston,"Brisbane, Queensland",Wedding Planner,31,13,28.0,6.0,0.7647058823529411
Rachel Moore,"Brisbane, Queensland",Food Blogger,31,12,29.0,5.0,0.7058823529411765
Ebru Dallikavak,Melbourne,Portfolio Manager,31,10,31.0,3.0,0.5882352941176471
Emily Simms,Melbourne,Advertising Executive,31,9,31.0,3.0,0.5294117647058824
Bec Chin,"Central Coast, New South Wales",Dietitian,31,9,28.0,6.0,0.5294117647058824
Rachel Jones,"Adelaide, South Australia",Charity Worker,31,8,28.0,6.0,0.47058823529411764
Jasmin Brown,"Brisbane, Queensland",Marketing Graduate,31,7,24.0,10.0,0.4117647058823529
Jacinda Gugliemino,Sydney,Personal Assistant,31,6,33.0,1.0,0.35294117647058826
Sandra Rato,Melbourne,Primary P.E. Teacher,31,5,27.0,7.0,0.29411764705882354
Laura Musgrove,Sydney,Veterinary Surgeon,31,4,28.0,6.0,0.23529411764705882
Joni Hodson,Melbourne,Motivational Speaker,31,4,31.0,3.0,0.23529411764705882
Madeleine Van Orsouw,Melbourne,Fertility Nurse,31,3,26.0,8.0,0.17647058823529413
Krystal Steele,"Cannonvale, Queensland",Travel Agent,31,2,30.0,4.0,0.11764705882352941
Tessa Moritz,Melbourne,Account Manager,31,2,33.0,1.0,0.11764705882352941
Reshael Sirputh,"Brisbane, Queensland",Accounts Manager,31,2,28.0,6.0,0.11764705882352941
Jessica Lea,"Gold Coast, Queensland",Hospitality Manager,31,1,24.0,10.0,0.058823529411764705
Zilda Williams,"Gold Coast, Queensland",Model,31,1,31.0,3.0,0.058823529411764705
"Alexandra ""Alex"" Nation","Mornington Peninsula, Victoria",Venue Manager,32,17,24.0,7.0,1.0
Nikki Gogan,"Northam, Western Australia",Real Estate Agent,32,16,28.0,3.0,0.9411764705882353
Olena Khamula,"Sydney, New South Wales",Makeup Artist,32,15,23.0,8.0,0.8823529411764706
Rachael Gouvignon,"Perth, Western Australia",Support Worker,32,14,31.0,0.0,0.8235294117647058
Faith Williams,"Brisbane, Queensland",Hairdresser,32,13,26.0,5.0,0.7647058823529411
"Stephanie ""Steph"" Dixon","Ballarat, Victoria",Model,32,12,25.0,6.0,0.7058823529411765
"Kirralee ""Kiki"" Morris","Sydney, New South Wales",Personal Assistant,32,11,28.0,3.0,0.6470588235294118
Sarah Harding,"Brisbane, Queensland",Sales Representative,32,10,26.0,5.0,0.5882352941176471
Noni Janur,"Gold Coast, Queensland",Swimwear Designer,32,9,25.0,6.0,0.5294117647058824
Keira Maguire,"Sydney, New South Wales",Account Manager,32,8,29.0,2.0,0.47058823529411764
Georgia Tripos,"Melbourne, Victoria",Artist,32,7,24.0,7.0,0.4117647058823529
Megan Marx,"Geraldton, Western Australia",Health Promotions Officer,32,7,27.0,4.0,0.4117647058823529
Sasha Zhuravlyova,"Melbourne, Victoria",Executive Assistant,32,6,31.0,0.0,0.35294117647058826
Eliza St John,"Sydney, New South Wales",Event Coordinator,32,5,31.0,0.0,0.29411764705882354
Marja Jacobsen,"Sydney, New South Wales",Yoga Instructor,32,4,34.0,3.0,0.23529411764705882
Sophie Edwards,"Adelaide, South Australia",Customer Support Manager,32,4,28.0,3.0,0.23529411764705882
Janey Birks,"Brisbane, Queensland",Children's Entertainer,32,3,27.0,4.0,0.17647058823529413
Tiffany Scanlon,"Perth, Western Australia",Training Administrator,32,3,29.0,2.0,0.17647058823529413
Tolyna Baan,"Melbourne, Victoria",Personal Trainer,32,3,32.0,1.0,0.17647058823529413
Laura Williams,"Melbourne, Victoria",Project Manager,32,2,25.0,6.0,0.11764705882352941
Mia MacKinnon,"Sydney, New South Wales",Former Athlete/Student,32,2,24.0,7.0,0.11764705882352941
Aimee Psellos,"Melbourne, Victoria",Business Development Manager,32,1,31.0,0.0,0.058823529411764705
Natalie Nazzari,"Kalgoorlie, Western Australia",Communications Officer,32,1,27.0,4.0,0.058823529411764705
Vintaea Carlos,"Brisbane, Queensland",Massage Therapist,32,1,25.0,6.0,0.058823529411764705
Laura Byrne,"Sydney, New South Wales",Jewellery Designer,33,17,31.0,2.0,1.0
Elise Stacy,"Perth, Western Australia",Marketing Executive,33,16,30.0,1.0,0.9411764705882353
Tara Pavlovic,"Gold Coast, Queensland",Nanny,33,15,27.0,2.0,0.8823529411764706
Florence Moerenhout,"Melbourne, Victoria",Brand Manager,33,14,27.0,2.0,0.8235294117647058
Elora Murger,"Sydney, New South Wales",Fitness Trainer,33,13,27.0,2.0,0.7647058823529411
Cobie Frost,"Brisbane, Queensland",Coal Plant Operator,33,13,30.0,1.0,0.7647058823529411
Lisa Carlton,"Melbourne, Victoria",Model,33,12,24.0,5.0,0.7058823529411765
Simone Ormesher,"Melbourne, Victoria",Office Administrator,33,11,25.0,4.0,0.6470588235294118
Jennifer Hawke,"Sydney, New South Wales",Marketing Manager,33,10,28.0,1.0,0.5882352941176471
Michelle Paxton,"Adelaide, South Australia",Police Officer,33,9,31.0,2.0,0.5294117647058824
Stephanie Boulton,"Perth, Western Australia",Safety Administrator,33,8,23.0,6.0,0.47058823529411764
Alix McDermott,"Austinmer, New South Wales",Body Painter,33,8,24.0,5.0,0.47058823529411764
Sharlene Mik,"Melbourne, Victoria",Wedding Planner,33,8,26.0,3.0,0.47058823529411764
Leah Costa,"Melbourne, Victoria",Architecture Student,33,7,24.0,5.0,0.4117647058823529
Natalie Holmberg,"Adelaide, South Australia",Midwife,33,6,26.0,3.0,0.35294117647058826
Sian Kelly,"Perth, Western Australia",Retail Assistant,33,5,24.0,5.0,0.29411764705882354
Elizabeth Duncan,"Sydney, New South Wales",Property Executive,33,5,31.0,2.0,0.29411764705882354
Belinda Rygier,"Brisbane, Queensland",Love Coach,33,4,34.0,5.0,0.23529411764705882
Akoulina Ktoiants,"Gold Coast, Queensland",Gymnastics Coach,33,3,29.0,0.0,0.17647058823529413
Laura-Ann Rullo,"Melbourne, Victoria",Criminal Lawyer,33,2,27.0,2.0,0.11764705882352941
Stacey Simpson,"Townsville, Queensland",Gym Instructor,33,1,26.0,3.0,0.058823529411764705
Monica Brown,"Melbourne, Victoria",Medical Receptionist,33,1,26.0,3.0,0.058823529411764705
Brittany Hockley,"Port Macquarie, New South Wales",Radiographer,34,16,30.0,0.0,1.0
Sophie Tieman,"Moreton Bay, Queensland",Property Valuer,34,16,25.0,5.0,1.0
Brooke Blurton,"Carnarvon, Western Australia",Youth Worker,34,15,23.0,7.0,0.9375
"Cassandra ""Cass"" Wood","Sydney, New South Wales",Student,34,14,23.0,7.0,0.875
Dasha Gaivoronski,"Adelaide, South Australia",Personal Trainer,34,13,32.0,2.0,0.8125
Emily Dibden,"Canberra, Australian Capital Territory",Dance Teacher,34,13,25.0,5.0,0.8125
Shannon Baff,"Melbourne, Victoria",Car Care Consultant,34,12,25.0,5.0,0.75
Jamie-Lee Dayz,"Sydney, New South Wales",Venue Manager,34,11,27.0,3.0,0.6875
Tenille Favios,"Brisbane, Queensland",Flight Attendant,34,10,25.0,5.0,0.625
Deanna Salvemini,"Adelaide, South Australia",Dental Nurse,34,9,28.0,2.0,0.5625
Romy Poulier,"Brisbane, Queensland",Photo Shoot Director,34,8,30.0,0.0,0.5
Alisha Aitken-Radburn,"Canberra, Australian Capital Territory",Political Adviser,34,8,25.0,5.0,0.5
Brittney Weldon,"Gold Coast, Queensland",Housing Officer,34,8,25.0,5.0,0.5
Cat Henesey-Smith,"Brisbane, Queensland",Fashion Designer,34,8,24.0,6.0,0.5
Ashlea Harvey,"Gold Coast, Queensland",Property Consultant,34,7,30.0,0.0,0.4375
Rhiannon Doherty,"Gold Coast, Queensland",Sales Representative,34,7,28.0,2.0,0.4375
Vanessa Sunshine,"Melbourne, Victoria",Legal Secretary,34,6,27.0,3.0,0.375
Blair Thomas,"Gold Coast, Queensland",P.E. Teacher,34,5,27.0,3.0,0.3125
Aleksandra Sekuloska,"Melbourne, Victoria",Yoga Teacher,34,4,31.0,1.0,0.25
Steph Crothers,"Melbourne, Victoria",Children's Entertainer,34,4,23.0,7.0,0.25
Cayla Tudehope,"Sunshine Coast, Queensland",Energy Healer,34,3,27.0,3.0,0.1875
Christina Karklis,"Brisbane, Queensland",Retail Manager,34,3,23.0,7.0,0.1875
Kayla Gray,"Mount Gambier, South Australia",Flight Attendant,34,3,25.0,5.0,0.1875
Juliana Bahr-Thomson,"Sydney, New South Wales",Lifeguard,34,2,29.0,1.0,0.125
Renee Cuzens,"Melbourne, Victoria",Business Analyst,34,2,30.0,0.0,0.125
Autumn Jay,"Melbourne, Victoria",Digital Designer,34,1,29.0,1.0,0.0625
Susie McDougall,"Perth, Western Australia",Account Manager,34,1,30.0,0.0,0.0625
Urszula Mosijewski,"Melbourne, Victoria",Creative Director,34,1,34.0,4.0,0.0625
Chelsie McLeod,"Melbourne, Victoria",Chemical Engineer,35,17,28.0,3.0,1.0
