customer_id,state,sex,age,occupation,family_size,income,ad_type,ad_medium,ad_response,items_purchased,drinks_purchased,Occurance,ad_type_id,ad_medium_id
2173,FL,F,66.0,Retired,5,0,BOGO - Garlic Steak Nacho Fries,Newspaper ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'nachos bellgrande', 'crunchy taco', 'spicy potato soft taco', 'cheesy bean and rice burrito']","['diet pepsi', 'iced tea', 'baja blast', 'starry', 'mountain dew', 'mug root beer']",2.0,2.0,6.0
7604,RI,M,30.0,Government,3,60834,DISCOUNT-50%,15 sec YouTube ad,1,"['crunchy taco', 'crunchwrap supreme', 'spicy potato soft taco', 'crunchwrap supreme']","['diet pepsi', 'baja blast', 'diet pepsi', 'mug root beer']",0.0,6.0,1.0
9896,NC,M,39.0,Government,3,88355,DISCOUNT-10%,15 sec YouTube ad,1,"['cinnamon twists', 'crunchy taco', 'chalupa supreme', 'spicy potato soft taco']","['baja blast', 'mountain dew', 'baja blast', 'iced tea']",0.0,1.0,1.0
2398,AR,F,64.0,Education,6,94096,BOGO - Baja Blast,Newspaper ad,1,"['cheesy bean and rice burrito', 'crunchy taco', 'chicken quesadilla', 'steak garlic nacho fries', 'cheesy bean and rice burrito', 'cravings box', 'nachos bellgrande']","['baja blast', 'baja blast', 'brisk', 'mug root beer', 'iced tea', 'starry', 'pepsi']",1.0,5.0,6.0
2326,TX,F,28.0,Government,2,66690,DISCOUNT-5%,Instagram photo ad,0,"['steak garlic nacho fries', 'beefy 5 layer burrito', 'soft taco']","['baja blast', 'mountain dew', 'gatorade']",1.0,3.0,0.0
8286,GA,F,32.0,Healthcare,1,92389,DISCOUNT-5%,15 sec YouTube ad,1,"['beefy 5 layer burrito', 'nachos bellgrande']","['pepsi', 'baja blast']",0.0,3.0,1.0
2640,IN,M,37.0,Government,2,84524,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,1,"['steak garlic nacho fries', 'mexican pizza', 'crunchy taco', 'cravings box', 'beefy 5 layer burrito', 'soft taco', 'cheesy gordita crunch', 'cheesy bean and rice burrito', 'crunchwrap supreme']","['mountain dew', 'gatorade', 'iced tea']",1.0,7.0,1.0
9952,SC,F,45.0,Retail,2,44425,DISCOUNT-20%,30 sec Hulu commercial,0,"['cravings box', 'crunchwrap supreme', 'spicy potato soft taco']","['pepsi', 'baja blast', 'brisk']",0.0,0.0,4.0
1375,RI,M,40.0,IT,0,147624,DISCOUNT-5%,Instagram photo ad,1,['chalupa supreme'],['gatorade'],0.0,3.0,0.0
3743,IN,F,30.0,Government,2,66874,DISCOUNT-10%,15 sec YouTube ad,1,"['soft taco', 'chicken quesadilla', 'nachos bellgrande']","['brisk', 'iced tea', 'gatorade']",0.0,1.0,1.0
3034,NY,F,45.0,Unemployed,1,0,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,30 sec Hulu commercial,0,"['crunchy taco', 'beefy 5 layer burrito']","['gatorade', 'baja blast']",0.0,7.0,4.0
9176,PA,F,50.0,Healthcare,2,179827,BOGO - Baja Blast,30 sec Hulu commercial,1,"['cravings box', 'chicken quesadilla', 'nachos bellgrande']","['baja blast', 'baja blast', 'brisk']",0.0,5.0,4.0
3610,FL,M,59.0,Healthcare,2,244595,DISCOUNT-50%,Static Facebook ad,1,"['cheesy bean and rice burrito', 'chicken quesadilla', 'nachos bellgrande']","['baja blast', 'mug root beer', 'mountain dew']",0.0,6.0,3.0
1976,VA,F,51.0,Unemployed,1,0,DISCOUNT-20%,30 sec Hulu commercial,1,"['crunchwrap supreme', 'cheesy gordita crunch']","['mug root beer', 'starry']",0.0,0.0,4.0
1025,AK,F,41.0,Unemployed,2,0,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,0,"['soft taco', 'chalupa supreme', 'beefy 5 layer burrito']","['mountain dew', 'mountain dew', 'starry']",0.0,4.0,1.0
129,SC,F,38.0,Healthcare,1,121149,BOGO - Baja Blast,Instagram photo ad,0,"['cheesy gordita crunch', 'spicy potato soft taco']","['baja blast', 'gatorade']",0.0,5.0,0.0
7110,WV,F,48.0,Healthcare,1,158797,BOGO - Baja Blast,30 sec Hulu commercial,1,"['cravings box', 'mexican pizza']","['baja blast', 'baja blast']",0.0,5.0,4.0
5804,IL,F,27.0,Other,2,49548,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,0,"['spicy potato soft taco', 'crunchwrap supreme', 'crunchy taco']","['mountain dew', 'starry', 'mug root beer']",0.0,2.0,1.0
148,NY,F,39.0,Retail,3,43249,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,0,"['cheesy gordita crunch', 'crunchy taco', 'cheesy bean and rice burrito', 'cravings box']","['mountain dew', 'iced tea', 'diet pepsi', 'pepsi']",0.0,2.0,1.0
7317,AZ,M,31.0,Retail,2,37235,BOGO - Baja Blast,Instagram photo ad,1,"['crunchy taco', 'steak garlic nacho fries', 'beefy 5 layer burrito']","['baja blast', 'baja blast', 'starry']",1.0,5.0,0.0
2587,IL,M,50.0,Government,0,104407,BOGO - Garlic Steak Nacho Fries,Static Facebook ad,0,['cinnamon twists'],['pepsi'],0.0,2.0,3.0
1071,CA,F,25.0,Retail,1,31662,DISCOUNT-5%,15 sec YouTube ad,0,"['mexican pizza', 'chicken quesadilla']","['diet pepsi', 'starry']",0.0,3.0,1.0
2284,NC,F,26.0,Other,1,45468,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,1,"['nachos bellgrande', 'nachos bellgrande', 'cravings box', 'beefy 5 layer burrito', 'chalupa supreme', 'cheesy bean and rice burrito', 'chalupa supreme', 'beefy 5 layer burrito']","['baja blast', 'gatorade']",0.0,4.0,1.0
1537,MT,M,40.0,Government,3,84464,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'beefy 5 layer burrito', 'chicken quesadilla']","['brisk', 'mountain dew', 'diet pepsi', 'starry']",2.0,2.0,0.0
6979,SD,M,34.0,Unemployed,2,0,BOGO - Baja Blast,15 sec YouTube ad,0,"['beefy 5 layer burrito', 'mexican pizza', 'spicy potato soft taco']","['starry', 'diet pepsi', 'gatorade']",0.0,5.0,1.0
5675,CA,M,29.0,Healthcare,2,77715,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,0,"['beefy 5 layer burrito', 'chalupa supreme', 'chicken quesadilla']","['pepsi', 'gatorade', 'diet pepsi']",0.0,4.0,0.0
7798,FL,F,58.0,Government,4,143235,REWARD - Free Baja Blast with purchase of $20 or more,30 sec Hulu commercial,0,"['cheesy bean and rice burrito', 'spicy potato soft taco', 'spicy potato soft taco', 'crunchwrap supreme', 'chalupa supreme']","['baja blast', 'mug root beer', 'brisk', 'baja blast', 'gatorade']",0.0,4.0,4.0
8081,WA,F,30.0,Retail,3,35993,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,0,"['chicken quesadilla', 'crunchwrap supreme', 'chalupa supreme', 'chalupa supreme']","['mug root beer', 'mountain dew', 'baja blast', 'diet pepsi']",0.0,2.0,0.0
2949,GA,F,41.0,Healthcare,2,123729,DISCOUNT-50%,Instagram photo ad,0,"['cheesy bean and rice burrito', 'mexican pizza', 'nachos bellgrande']","['pepsi', 'starry', 'mug root beer']",0.0,6.0,0.0
9974,VA,F,47.0,Healthcare,1,154126,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,30 sec Hulu commercial,0,"['soft taco', 'cheesy bean and rice burrito']","['pepsi', 'brisk']",0.0,7.0,4.0
4405,AZ,F,37.0,Healthcare,2,105367,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['cheesy bean and rice burrito', 'cheesy gordita crunch', 'spicy potato soft taco']","['starry', 'gatorade', 'iced tea']",0.0,7.0,0.0
1088,MT,M,22.0,Government,1,50102,REWARD - Free Baja Blast with purchase of $20 or more,15 sec TikTok ad,0,"['cravings box', 'beefy 5 layer burrito']","['mountain dew', 'mountain dew']",0.0,4.0,5.0
4586,AK,M,36.0,Government,1,75841,DISCOUNT-20%,15 sec YouTube ad,1,"['crunchy taco', 'cheesy gordita crunch']","['iced tea', 'mountain dew']",0.0,0.0,1.0
8902,MI,M,26.0,Retail,0,31468,DISCOUNT-50%,15 sec YouTube ad,0,['soft taco'],['iced tea'],0.0,6.0,1.0
5647,IL,M,38.0,Government,3,82044,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'crunchy taco', 'chicken quesadilla']","['baja blast', 'starry', 'diet pepsi', 'mug root beer']",2.0,2.0,0.0
7762,MO,M,33.0,Retail,0,35882,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,1,"['cravings box', 'nachos bellgrande', 'beefy 5 layer burrito', 'crunchy taco', 'nachos bellgrande', 'nachos bellgrande', 'cravings box', 'cinnamon twists']",['baja blast'],0.0,4.0,1.0
1262,IL,M,35.0,Other,0,61628,DISCOUNT-20%,15 sec YouTube ad,0,['mexican pizza'],['brisk'],0.0,0.0,1.0
7455,WV,F,41.0,IT,1,173167,DISCOUNT-20%,Instagram photo ad,0,"['chalupa supreme', 'crunchwrap supreme']","['diet pepsi', 'iced tea']",0.0,0.0,0.0
8025,MD,F,28.0,IT,2,100370,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'chalupa supreme']","['mountain dew', 'brisk', 'brisk']",2.0,2.0,1.0
2799,FL,M,69.0,Retired,7,0,BOGO - Baja Blast,Newspaper ad,1,"['mexican pizza', 'spicy potato soft taco', 'cheesy gordita crunch', 'cheesy bean and rice burrito', 'soft taco', 'beefy 5 layer burrito', 'chalupa supreme', 'soft taco']","['baja blast', 'baja blast', 'mug root beer', 'baja blast', 'gatorade', 'pepsi', 'baja blast', 'baja blast']",0.0,5.0,6.0
5782,OH,F,58.0,Government,2,146678,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,30 sec Hulu commercial,0,"['spicy potato soft taco', 'chalupa supreme', 'cheesy gordita crunch']","['mountain dew', 'mug root beer', 'mountain dew']",0.0,7.0,4.0
5566,KS,M,42.0,Government,4,89728,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'mexican pizza', 'nachos bellgrande', 'beefy 5 layer burrito']","['iced tea', 'starry', 'brisk', 'mountain dew', 'gatorade']",2.0,2.0,0.0
6699,CA,F,26.0,Government,1,57881,BOGO - Baja Blast,15 sec TikTok ad,1,"['spicy potato soft taco', 'cheesy bean and rice burrito']","['baja blast', 'baja blast']",0.0,5.0,5.0
4745,IL,M,42.0,Retail,4,42273,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,0,"['crunchy taco', 'chalupa supreme', 'cheesy gordita crunch', 'steak garlic nacho fries', 'cheesy gordita crunch']","['gatorade', 'baja blast', 'mountain dew', 'pepsi', 'baja blast']",1.0,2.0,0.0
8550,WA,F,45.0,Retail,2,43651,BOGO - Garlic Steak Nacho Fries,30 sec Hulu commercial,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'nachos bellgrande']","['pepsi', 'starry', 'mug root beer']",2.0,2.0,4.0
6879,WV,F,37.0,Unemployed,1,0,DISCOUNT-10%,15 sec YouTube ad,1,"['chalupa supreme', 'beefy 5 layer burrito']","['mountain dew', 'gatorade']",0.0,1.0,1.0
2654,FL,F,59.0,Education,3,100593,DISCOUNT-20%,Static Facebook ad,0,"['cheesy bean and rice burrito', 'cinnamon twists', 'cheesy bean and rice burrito', 'mexican pizza']","['mug root beer', 'starry', 'mug root beer', 'brisk']",0.0,0.0,3.0
381,IL,F,45.0,Government,3,90840,DISCOUNT-20%,Static Facebook ad,0,"['chicken quesadilla', 'cinnamon twists', 'spicy potato soft taco', 'crunchwrap supreme']","['mug root beer', 'pepsi', 'mountain dew', 'baja blast']",0.0,0.0,3.0
1371,MN,M,28.0,Food Service,1,33186,DISCOUNT-50%,15 sec YouTube ad,1,"['cinnamon twists', 'cravings box']","['diet pepsi', 'baja blast']",0.0,6.0,1.0
4162,OH,F,39.0,Government,0,85048,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']",['mug root beer'],2.0,2.0,1.0
3883,NY,F,25.0,Government,2,56720,DISCOUNT-50%,15 sec TikTok ad,1,"['chicken quesadilla', 'mexican pizza', 'cravings box']","['mountain dew', 'mug root beer', 'gatorade']",0.0,6.0,5.0
4171,MT,M,52.0,Government,1,116377,BOGO - Garlic Steak Nacho Fries,30 sec Hulu commercial,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['gatorade', 'pepsi']",2.0,2.0,4.0
7,TX,F,29.0,Retail,0,33114,DISCOUNT-20%,Instagram photo ad,0,['steak garlic nacho fries'],['pepsi'],1.0,0.0,0.0
8858,ID,M,31.0,Retail,1,36726,BOGO - Baja Blast,15 sec YouTube ad,1,"['nachos bellgrande', 'steak garlic nacho fries']","['baja blast', 'baja blast']",1.0,5.0,1.0
3523,NE,M,36.0,Retail,2,36835,DISCOUNT-50%,15 sec YouTube ad,1,"['cinnamon twists', 'spicy potato soft taco', 'cheesy bean and rice burrito']","['mug root beer', 'mug root beer', 'diet pepsi']",0.0,6.0,1.0
7258,GA,M,49.0,Healthcare,1,167400,DISCOUNT-20%,Static Facebook ad,0,"['mexican pizza', 'nachos bellgrande']","['mountain dew', 'diet pepsi']",0.0,0.0,3.0
8194,CA,F,34.0,Food Service,0,30154,DISCOUNT-5%,15 sec YouTube ad,1,['nachos bellgrande'],['mug root beer'],0.0,3.0,1.0
2560,IN,F,33.0,Education,1,58075,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['mug root beer', 'brisk']",2.0,2.0,1.0
6761,AL,F,39.0,IT,1,150768,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['cinnamon twists', 'crunchy taco']","['starry', 'pepsi']",0.0,7.0,0.0
4810,IL,F,39.0,Healthcare,3,126459,DISCOUNT-10%,15 sec YouTube ad,1,"['spicy potato soft taco', 'nachos bellgrande', 'nachos bellgrande', 'chalupa supreme']","['iced tea', 'gatorade', 'starry', 'brisk']",0.0,1.0,1.0
5287,TX,F,28.0,Other,1,55254,DISCOUNT-10%,Instagram photo ad,0,"['crunchwrap supreme', 'cheesy bean and rice burrito']","['baja blast', 'mug root beer']",0.0,1.0,0.0
778,NC,M,41.0,Government,2,91323,DISCOUNT-10%,Instagram photo ad,1,"['chicken quesadilla', 'steak garlic nacho fries', 'cravings box']","['mug root beer', 'baja blast', 'pepsi']",1.0,1.0,0.0
5344,RI,F,35.0,Food Service,7,33902,DISCOUNT-50%,Instagram photo ad,1,"['steak garlic nacho fries', 'cheesy bean and rice burrito', 'beefy 5 layer burrito', 'nachos bellgrande', 'cravings box', 'spicy potato soft taco', 'steak garlic nacho fries', 'spicy potato soft taco']","['mug root beer', 'diet pepsi', 'brisk', 'diet pepsi', 'pepsi', 'mountain dew', 'mountain dew', 'brisk']",2.0,6.0,0.0
3463,MN,F,30.0,IT,1,98720,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,0,"['cheesy bean and rice burrito', 'mexican pizza']","['pepsi', 'mountain dew']",0.0,4.0,0.0
792,GA,M,32.0,Retail,2,37427,DISCOUNT-50%,15 sec YouTube ad,1,"['cinnamon twists', 'crunchy taco', 'cheesy bean and rice burrito']","['baja blast', 'pepsi', 'gatorade']",0.0,6.0,1.0
9796,MD,F,20.0,Student,1,16142,DISCOUNT-50%,15 sec TikTok ad,1,"['mexican pizza', 'crunchy taco']","['iced tea', 'mug root beer']",0.0,6.0,5.0
6414,WY,M,37.0,Government,1,76006,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['crunchwrap supreme', 'spicy potato soft taco']","['pepsi', 'gatorade']",0.0,7.0,0.0
2531,OH,F,36.0,Other,1,59176,DISCOUNT-5%,15 sec YouTube ad,0,"['soft taco', 'steak garlic nacho fries']","['iced tea', 'brisk']",1.0,3.0,1.0
3142,CA,F,24.0,Student,0,16078,BOGO - Baja Blast,15 sec TikTok ad,0,['steak garlic nacho fries'],['gatorade'],1.0,5.0,5.0
2091,FL,F,63.0,Retail,3,56650,REWARD - Free Baja Blast with purchase of $20 or more,Newspaper ad,0,"['crunchy taco', 'cinnamon twists', 'crunchwrap supreme', 'beefy 5 layer burrito']","['iced tea', 'gatorade', 'baja blast', 'starry']",0.0,4.0,6.0
8671,CA,M,25.0,Healthcare,0,74436,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec TikTok ad,0,['chicken quesadilla'],['gatorade'],0.0,7.0,5.0
5198,CA,F,24.0,Student,1,15136,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,1,"['beefy 5 layer burrito', 'crunchwrap supreme', 'crunchwrap supreme', 'chicken quesadilla', 'chalupa supreme', 'cheesy gordita crunch', 'mexican pizza', 'chicken quesadilla']","['baja blast', 'pepsi']",0.0,4.0,1.0
2946,CA,F,31.0,Retail,3,39764,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'cheesy gordita crunch', 'steak garlic nacho fries']","['diet pepsi', 'baja blast', 'mountain dew', 'mountain dew']",3.0,2.0,1.0
6095,TX,M,28.0,Other,1,51609,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['gatorade', 'baja blast']",2.0,2.0,0.0
2597,TX,M,32.0,Other,2,52741,BOGO - Baja Blast,15 sec YouTube ad,0,"['cheesy bean and rice burrito', 'crunchy taco', 'beefy 5 layer burrito']","['starry', 'diet pepsi', 'mountain dew']",0.0,5.0,1.0
8192,CT,F,37.0,Education,2,58058,DISCOUNT-5%,Instagram photo ad,0,"['spicy potato soft taco', 'crunchy taco', 'nachos bellgrande']","['diet pepsi', 'starry', 'starry']",0.0,3.0,0.0
7463,WY,F,52.0,Healthcare,2,181453,REWARD - Free Baja Blast with purchase of $20 or more,30 sec Hulu commercial,0,"['cheesy bean and rice burrito', 'beefy 5 layer burrito', 'soft taco']","['mountain dew', 'diet pepsi', 'starry']",0.0,4.0,4.0
6635,TX,F,27.0,Government,0,56447,DISCOUNT-5%,15 sec TikTok ad,0,['soft taco'],['starry'],0.0,3.0,5.0
2682,TX,M,22.0,Healthcare,1,64264,DISCOUNT-5%,15 sec TikTok ad,0,"['crunchwrap supreme', 'cheesy bean and rice burrito']","['diet pepsi', 'baja blast']",0.0,3.0,5.0
6894,KS,F,39.0,Other,1,65352,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries']","['starry', 'baja blast']",2.0,2.0,0.0
99,FL,F,68.0,Retired,4,0,DISCOUNT-50%,Newspaper ad,1,"['chalupa supreme', 'cheesy bean and rice burrito', 'chicken quesadilla', 'chicken quesadilla', 'chicken quesadilla']","['mug root beer', 'mug root beer', 'baja blast', 'baja blast', 'gatorade']",0.0,6.0,6.0
7644,CA,M,32.0,Education,3,50047,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['spicy potato soft taco', 'crunchwrap supreme', 'chalupa supreme', 'soft taco']","['diet pepsi', 'diet pepsi', 'iced tea', 'mug root beer']",0.0,7.0,0.0
6901,IL,M,48.0,Government,5,110276,DISCOUNT-10%,Static Facebook ad,0,"['chicken quesadilla', 'crunchwrap supreme', 'beefy 5 layer burrito', 'chalupa supreme', 'crunchwrap supreme', 'soft taco']","['brisk', 'gatorade', 'gatorade', 'gatorade', 'baja blast', 'baja blast']",0.0,1.0,3.0
5823,CT,F,47.0,Other,4,74906,BOGO - Baja Blast,Static Facebook ad,1,"['cinnamon twists', 'cravings box', 'chicken quesadilla', 'mexican pizza', 'mexican pizza']","['baja blast', 'baja blast', 'mug root beer', 'iced tea', 'baja blast']",0.0,5.0,3.0
3514,WI,M,47.0,Healthcare,0,159114,REWARD - Free Baja Blast with purchase of $20 or more,30 sec Hulu commercial,0,['beefy 5 layer burrito'],['mountain dew'],0.0,4.0,4.0
6918,VA,M,20.0,Retail,1,32697,DISCOUNT-10%,15 sec TikTok ad,0,"['chicken quesadilla', 'nachos bellgrande']","['mountain dew', 'baja blast']",0.0,1.0,5.0
853,MN,M,37.0,Retail,1,41128,DISCOUNT-10%,Instagram photo ad,1,"['spicy potato soft taco', 'chalupa supreme']","['pepsi', 'starry']",0.0,1.0,0.0
2796,IN,F,19.0,Student,4,15931,DISCOUNT-50%,15 sec TikTok ad,1,"['cinnamon twists', 'beefy 5 layer burrito', 'chalupa supreme', 'soft taco', 'spicy potato soft taco']","['baja blast', 'iced tea', 'diet pepsi', 'iced tea', 'pepsi']",0.0,6.0,5.0
1997,GA,F,38.0,Food Service,2,32392,DISCOUNT-50%,15 sec YouTube ad,1,"['cravings box', 'soft taco', 'nachos bellgrande']","['brisk', 'baja blast', 'starry']",0.0,6.0,1.0
2768,OH,M,44.0,Healthcare,0,134199,BOGO - Baja Blast,30 sec Hulu commercial,0,['crunchy taco'],['iced tea'],0.0,5.0,4.0
8634,MI,M,50.0,Other,4,85252,BOGO - Baja Blast,Static Facebook ad,1,"['nachos bellgrande', 'cinnamon twists', 'spicy potato soft taco', 'nachos bellgrande', 'cravings box']","['baja blast', 'baja blast', 'brisk', 'baja blast', 'gatorade']",0.0,5.0,3.0
8745,NV,F,39.0,IT,2,149573,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,0,"['cravings box', 'cheesy bean and rice burrito', 'chalupa supreme']","['gatorade', 'brisk', 'starry']",0.0,7.0,0.0
9825,SC,M,22.0,Student,1,16175,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,0,"['chicken quesadilla', 'soft taco']","['mug root beer', 'mountain dew']",0.0,7.0,1.0
5359,AL,F,32.0,Food Service,3,31786,DISCOUNT-5%,15 sec YouTube ad,0,"['steak garlic nacho fries', 'beefy 5 layer burrito', 'nachos bellgrande', 'soft taco']","['brisk', 'baja blast', 'baja blast', 'mountain dew']",1.0,3.0,1.0
4145,IN,F,27.0,Other,1,48372,REWARD - Free Baja Blast with purchase of $20 or more,15 sec TikTok ad,0,"['cheesy gordita crunch', 'nachos bellgrande']","['baja blast', 'pepsi']",0.0,4.0,5.0
6250,RI,M,40.0,Healthcare,3,132307,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'crunchwrap supreme', 'mexican pizza']","['diet pepsi', 'brisk', 'mountain dew', 'pepsi']",2.0,2.0,1.0
2996,TX,F,29.0,Retail,1,36941,BOGO - Baja Blast,15 sec YouTube ad,1,"['chalupa supreme', 'beefy 5 layer burrito']","['baja blast', 'baja blast']",0.0,5.0,1.0
6049,MI,M,44.0,Retail,3,41894,DISCOUNT-20%,30 sec Hulu commercial,0,"['cinnamon twists', 'crunchy taco', 'nachos bellgrande', 'soft taco']","['pepsi', 'iced tea', 'baja blast', 'iced tea']",0.0,0.0,4.0
4207,MS,F,45.0,Retail,0,47051,DISCOUNT-5%,Static Facebook ad,0,['cheesy bean and rice burrito'],['diet pepsi'],0.0,3.0,3.0
6227,OH,F,43.0,Retail,2,44284,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,1,"['steak garlic nacho fries', 'cinnamon twists', 'crunchy taco', 'cravings box', 'cinnamon twists', 'beefy 5 layer burrito', 'crunchy taco', 'chalupa supreme', 'beefy 5 layer burrito']","['starry', 'iced tea', 'mountain dew']",1.0,7.0,1.0
1282,KY,M,41.0,Government,2,94095,DISCOUNT-5%,15 sec YouTube ad,0,"['chalupa supreme', 'spicy potato soft taco', 'spicy potato soft taco']","['baja blast', 'mountain dew', 'pepsi']",0.0,3.0,1.0
3711,CA,M,23.0,Food Service,0,29997,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec TikTok ad,0,['steak garlic nacho fries'],['starry'],1.0,7.0,5.0
6786,CT,F,32.0,Government,3,69537,DISCOUNT-10%,15 sec YouTube ad,0,"['crunchy taco', 'crunchy taco', 'beefy 5 layer burrito', 'crunchy taco']","['diet pepsi', 'baja blast', 'mountain dew', 'diet pepsi']",0.0,1.0,1.0
9981,NM,M,38.0,Food Service,0,36640,DISCOUNT-10%,Instagram photo ad,0,['mexican pizza'],['brisk'],0.0,1.0,0.0
7418,NC,M,24.0,Government,1,55796,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec TikTok ad,0,"['crunchwrap supreme', 'steak garlic nacho fries']","['baja blast', 'baja blast']",1.0,7.0,5.0
3185,AR,M,49.0,Government,3,101067,DISCOUNT-20%,Static Facebook ad,0,"['beefy 5 layer burrito', 'chalupa supreme', 'beefy 5 layer burrito', 'crunchy taco']","['diet pepsi', 'brisk', 'baja blast', 'mountain dew']",0.0,0.0,3.0
8987,NV,F,43.0,Food Service,4,36705,DISCOUNT-20%,Instagram photo ad,0,"['cinnamon twists', 'crunchy taco', 'crunchy taco', 'cravings box', 'chicken quesadilla']","['gatorade', 'mountain dew', 'starry', 'mug root beer', 'baja blast']",0.0,0.0,0.0
7398,NV,M,42.0,Education,2,68261,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,1,"['steak garlic nacho fries', 'cheesy bean and rice burrito', 'spicy potato soft taco', 'spicy potato soft taco', 'chalupa supreme', 'cravings box', 'chicken quesadilla', 'chalupa supreme', 'nachos bellgrande']","['starry', 'mug root beer', 'gatorade']",1.0,7.0,1.0
3102,PA,F,51.0,Retail,0,51899,REWARD - Free Baja Blast with purchase of $20 or more,30 sec Hulu commercial,0,['nachos bellgrande'],['mug root beer'],0.0,4.0,4.0
277,FL,M,65.0,Retired,4,0,BOGO - Baja Blast,Newspaper ad,1,"['cinnamon twists', 'mexican pizza', 'cinnamon twists', 'mexican pizza', 'cheesy bean and rice burrito']","['baja blast', 'baja blast', 'baja blast', 'gatorade', 'baja blast']",0.0,5.0,6.0
7229,PA,M,38.0,Government,0,88834,DISCOUNT-50%,Instagram photo ad,1,['chalupa supreme'],['baja blast'],0.0,6.0,0.0
6904,IN,M,38.0,Government,1,74908,DISCOUNT-20%,Instagram photo ad,0,"['cravings box', 'cheesy bean and rice burrito']","['gatorade', 'baja blast']",0.0,0.0,0.0
505,NE,F,32.0,Retail,0,37196,DISCOUNT-10%,Instagram photo ad,0,['cinnamon twists'],['mug root beer'],0.0,1.0,0.0
1181,CA,M,28.0,Government,4,64879,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,0,"['nachos bellgrande', 'soft taco', 'cheesy bean and rice burrito', 'chicken quesadilla', 'mexican pizza']","['brisk', 'diet pepsi', 'mug root beer', 'diet pepsi', 'gatorade']",0.0,4.0,0.0
36,DE,M,30.0,Government,2,69680,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,1,"['steak garlic nacho fries', 'steak garlic nacho fries', 'steak garlic nacho fries']","['pepsi', 'mountain dew', 'mountain dew']",3.0,2.0,0.0
3364,AZ,M,29.0,Retail,4,33483,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,0,"['chicken quesadilla', 'mexican pizza', 'nachos bellgrande', 'steak garlic nacho fries', 'cravings box']","['baja blast', 'starry', 'baja blast', 'starry', 'gatorade']",1.0,4.0,0.0
